ID;CAPACIDAD;TIPO;DOTACION;PRECIONOCHE;CONSUMOEXTRA;HOTELID;RESERVAID;USUARIOID;SERVICIOCONSUMOID
8707;3;single;Bed sheets;329;881;609;15673;6098;41241
8708;15;apartment;Towels;169;845;428;48378;23202;40636
8709;13;apartment;Coffee maker;325;739;210;27368;11496;12186
8710;12;bungalow;Safe box;200;53;828;20451;32671;26249
8711;1;single;Towels;365;240;266;45216;21180;39947
8712;3;bungalow;Toiletries;930;736;428;646;14931;46538
8713;8;loft;Coffee maker;730;277;296;28002;35445;1646
8714;10;twin;Hairdryer;641;746;89;44832;33509;15990
8715;8;apartment;Hangers;854;352;354;34495;46411;32252
8716;5;loft;Toiletries;982;348;229;12734;11060;19732
8717;2;cottage;Safe box;31;881;866;1529;37823;25941
8718;14;bungalow;Toiletries;796;15;371;18361;29069;21446
8719;10;suite;Blankets;836;34;939;17160;8802;38068
8720;13;single;Toiletries;884;173;315;9375;6953;24023
8721;12;cottage;Towels;760;409;505;33791;6419;41333
8722;13;bungalow;Safe box;285;840;603;32289;27351;29862
8723;10;bungalow;Pillows;551;194;925;41316;43142;10819
8724;12;double;Coffee maker;861;906;699;28674;34492;37474
8725;12;loft;Pillows;571;77;179;3863;20265;10406
8726;11;loft;Hairdryer;323;779;199;184;48210;13582
8727;11;apartment;Hangers;780;524;793;25410;19770;37423
8728;13;apartment;Towels;678;566;534;19438;13523;45934
8729;13;double;Toiletries;314;414;524;48242;34389;12263
8730;9;suite;Safe box;523;215;120;33445;1953;3957
8731;2;double;Toiletries;459;859;338;9319;47399;46577
8732;12;loft;Bed sheets;343;918;250;28964;32160;32682
8733;8;twin;Hairdryer;874;682;221;28077;38321;11786
8734;12;loft;Towels;557;339;723;43922;43336;19484
8735;7;loft;Pillows;579;770;660;49341;31085;25750
8736;2;loft;Bed sheets;916;588;744;14706;21476;30259
8737;7;suite;Blankets;906;307;615;35515;41748;21761
8738;15;double;Mini fridge;803;497;642;16695;23195;30946
8739;10;studio;Towels;551;315;723;16360;4148;11982
8740;14;studio;Pillows;6;499;469;17547;8360;34176
8741;15;single;Hangers;424;344;638;1948;35702;35440
8742;14;bungalow;Hangers;83;626;35;4154;48584;42806
8743;2;studio;Hairdryer;356;434;877;22164;48642;899
8744;14;twin;Blankets;485;310;628;43189;15507;10435
8745;5;apartment;Bed sheets;407;471;882;22585;24691;29698
8746;6;loft;Mini fridge;857;314;108;19478;24409;26319
8747;6;studio;Bed sheets;446;661;700;48827;4242;36136
8748;5;loft;Bed sheets;171;786;806;11717;12630;41884
8749;14;single;Pillows;235;273;186;15360;29720;46096
8750;15;bungalow;Blankets;927;562;312;20283;9632;31486
8751;2;single;Toiletries;265;176;401;19373;38509;32929
8752;5;bungalow;Hangers;244;40;803;33430;13365;32428
8753;4;single;Pillows;92;757;821;22351;25362;46618
8754;4;penthouse;Coffee maker;213;396;585;16246;45526;18042
8755;12;double;Safe box;642;875;39;8012;31878;33781
8756;3;twin;Towels;832;225;199;48032;45365;46634
8757;9;apartment;Hairdryer;428;625;86;35138;13086;25350
8758;15;suite;Toiletries;970;969;593;14166;30775;15110
8759;8;loft;Toiletries;243;898;361;37572;32874;43865
8760;3;penthouse;Toiletries;57;806;334;27612;18153;24152
8761;2;loft;Blankets;861;324;231;33378;45526;9120
8762;15;suite;Towels;92;830;446;20337;17549;27415
8763;11;studio;Towels;996;996;983;38351;46695;29856
8764;12;apartment;Hairdryer;502;87;675;33210;27695;47226
8765;11;bungalow;Coffee maker;314;590;356;7114;10310;41395
8766;11;apartment;Blankets;38;609;122;39212;8265;8911
8767;12;suite;Towels;662;823;182;37499;6861;23489
8768;15;apartment;Blankets;78;133;357;15978;47348;36737
8769;10;bungalow;Toiletries;822;425;129;1233;2252;38155
8770;8;apartment;Hairdryer;834;47;614;35042;43017;39535
8771;4;cottage;Toiletries;588;682;238;29099;30758;34948
8772;12;suite;Bed sheets;236;24;847;36011;10198;24802
8773;4;penthouse;Hangers;234;625;264;41303;20852;21339
8774;11;penthouse;Mini fridge;115;793;530;45822;12278;25197
8775;3;double;Coffee maker;734;957;668;32905;38186;32398
8776;14;single;Blankets;215;910;739;46294;6685;47896
8777;15;suite;Bed sheets;156;954;754;12705;40014;4277
8778;3;cottage;Pillows;127;86;999;34254;44817;38908
8779;4;twin;Hairdryer;138;834;591;42432;26364;36189
8780;1;cottage;Toiletries;180;953;776;21480;39846;25264
8781;8;studio;Mini fridge;787;664;166;7172;23302;39952
8782;4;penthouse;Mini fridge;208;24;917;42653;15581;39807
8783;11;studio;Mini fridge;374;499;706;4831;33262;8523
8784;4;studio;Toiletries;393;184;798;13397;34694;39469
8785;7;twin;Blankets;919;426;927;17127;17883;25147
8786;7;apartment;Coffee maker;19;11;261;23226;11532;21078
8787;4;penthouse;Blankets;993;694;894;39974;42134;18647
8788;10;apartment;Coffee maker;424;307;991;48526;34563;10149
8789;14;studio;Mini fridge;643;221;239;38760;39978;22324
8790;13;single;Hairdryer;660;785;892;23762;31450;1194
8791;2;studio;Safe box;705;858;785;32446;11995;25546
8792;11;penthouse;Safe box;821;71;724;839;16989;25349
8793;6;single;Coffee maker;469;106;149;43547;14472;39629
8794;7;bungalow;Toiletries;684;372;938;44607;5295;33533
8795;7;single;Bed sheets;266;602;621;20936;3620;25971
8796;1;suite;Pillows;922;367;297;3819;30572;15943
8797;8;cottage;Hairdryer;170;439;931;46126;38525;46319
8798;14;apartment;Bed sheets;338;882;533;47434;2527;7110
8799;13;studio;Mini fridge;912;173;732;39172;23711;7624
8800;6;cottage;Coffee maker;957;29;501;4491;19862;320
8801;13;penthouse;Coffee maker;72;131;631;460;15900;42312
8802;11;double;Pillows;881;115;106;21511;14748;21056
8803;5;apartment;Mini fridge;552;311;297;45844;11142;18331
8804;9;penthouse;Bed sheets;576;132;734;10405;31864;45036
8805;13;bungalow;Blankets;948;97;204;39002;38000;8361
8806;3;apartment;Bed sheets;186;627;52;26050;12320;11006
8807;10;twin;Mini fridge;110;877;290;41420;29259;33405
8808;2;single;Hangers;298;52;554;10682;33960;21678
8809;9;double;Mini fridge;490;724;378;25480;705;18930
8810;3;cottage;Hairdryer;978;199;602;13955;21306;9684
8811;12;loft;Toiletries;8;751;941;11893;4171;49013
8812;9;double;Towels;295;970;274;11393;24056;7630
8813;3;double;Safe box;446;572;768;6056;17212;34312
8814;5;twin;Bed sheets;316;578;92;44914;26124;48852
8815;13;twin;Towels;299;52;170;42349;3180;3961
8816;13;suite;Safe box;56;847;608;16009;21950;17168
8817;3;penthouse;Towels;298;454;306;31334;10988;4084
8818;12;double;Mini fridge;310;387;30;14591;39697;30627
8819;6;penthouse;Coffee maker;48;182;402;7935;38482;28858
8820;3;suite;Safe box;616;724;866;49952;23223;14113
8821;8;suite;Blankets;454;331;910;10182;16593;21830
8822;11;bungalow;Mini fridge;470;127;815;5315;10297;3505
8823;5;single;Blankets;466;640;886;46982;4484;20490
8824;13;suite;Blankets;126;551;441;31280;18368;33067
8825;2;suite;Hangers;703;752;94;17477;1108;16921
8826;8;studio;Towels;941;412;928;2479;29962;31869
8827;3;cottage;Bed sheets;694;280;159;40222;8223;3711
8828;6;cottage;Blankets;985;16;575;4159;28989;41707
8829;8;bungalow;Mini fridge;694;652;161;29763;24636;9781
8830;2;bungalow;Towels;303;583;644;41805;46968;43554
8831;15;single;Safe box;53;960;745;6021;8319;46946
8832;8;twin;Hairdryer;511;170;885;18572;1868;37957
8833;12;studio;Blankets;68;393;738;6023;13701;6089
8834;2;studio;Toiletries;927;248;747;2032;6454;8223
8835;10;twin;Coffee maker;572;449;482;275;12583;8899
8836;4;single;Hangers;504;675;380;32853;28668;28398
8837;3;double;Hairdryer;526;978;106;37336;24415;1905
8838;7;suite;Hangers;854;965;343;8443;18858;49510
8839;7;bungalow;Blankets;83;824;457;49946;5384;4877
8840;2;penthouse;Mini fridge;110;952;96;29391;6673;46611
8841;2;double;Coffee maker;416;800;586;36165;12290;15036
8842;2;studio;Blankets;828;86;995;38690;31267;43635
8843;3;loft;Hangers;726;475;99;48951;2495;20034
8844;13;cottage;Hangers;341;666;682;43679;36831;27509
8845;8;suite;Blankets;491;115;194;1630;13589;15906
8846;8;apartment;Hairdryer;983;437;911;42489;15788;12284
8847;12;twin;Towels;940;370;121;35724;13676;19039
8848;8;double;Hangers;475;834;833;6327;11729;1591
8849;12;twin;Hairdryer;142;461;705;42976;49673;37821
8850;3;studio;Bed sheets;959;908;674;32288;4064;42183
8851;3;loft;Mini fridge;178;566;111;35362;18951;11737
8852;2;apartment;Hangers;842;961;889;3897;40855;20328
8853;2;studio;Towels;339;196;490;1653;10505;41695
8854;6;loft;Toiletries;331;934;204;43449;4201;22536
8855;14;double;Towels;845;180;631;37161;31525;9991
8856;7;penthouse;Hangers;472;98;27;45231;3419;38063
8857;10;apartment;Toiletries;371;77;446;11162;13450;34480
8858;13;apartment;Coffee maker;658;835;180;25348;17326;26209
8859;12;single;Toiletries;846;591;220;16156;35613;27476
8860;7;suite;Safe box;332;916;307;45196;21591;39962
8861;5;twin;Coffee maker;980;315;891;38327;543;1345
8862;14;suite;Hairdryer;983;2;444;40824;32984;49338
8863;13;bungalow;Hangers;93;310;727;27733;137;11229
8864;15;cottage;Hangers;962;711;185;16237;28913;20082
8865;10;bungalow;Pillows;136;45;637;7254;760;23383
8866;12;twin;Hangers;188;962;964;11701;43202;21338
8867;1;penthouse;Blankets;272;821;276;2397;6619;21998
8868;11;cottage;Towels;244;517;451;40789;40816;49884
8869;10;apartment;Safe box;755;751;3;4376;42039;17799
8870;14;twin;Towels;574;718;662;6066;18772;40500
8871;3;penthouse;Blankets;219;295;167;27897;6337;39521
8872;10;loft;Safe box;460;327;745;22578;6633;41409
8873;15;bungalow;Toiletries;767;368;138;33666;804;7012
8874;11;cottage;Blankets;257;245;899;21041;26166;19006
8875;14;loft;Hairdryer;538;499;506;20661;4292;35169
8876;10;apartment;Towels;325;364;949;10237;21820;26751
8877;14;loft;Towels;972;360;47;2856;1516;9618
8878;5;apartment;Coffee maker;499;308;276;39110;9177;16687
8879;5;penthouse;Safe box;220;651;260;28250;1410;26695
8880;10;penthouse;Mini fridge;456;962;718;31974;18083;3554
8881;8;suite;Bed sheets;622;445;835;44925;2146;46379
8882;7;single;Toiletries;902;867;249;23880;24117;9154
8883;13;cottage;Mini fridge;759;130;637;18263;32010;10311
8884;7;suite;Mini fridge;941;432;662;23086;2956;17259
8885;11;apartment;Hangers;611;90;855;32611;31506;16737
8886;15;single;Hairdryer;206;625;670;29054;39979;48140
8887;13;cottage;Safe box;584;148;968;20643;4060;6766
8888;4;bungalow;Towels;667;905;467;19022;5484;32668
8889;3;suite;Mini fridge;144;362;266;43004;14604;4798
8890;8;single;Towels;604;584;131;14647;10991;965
8891;14;cottage;Blankets;315;315;799;14756;12786;37773
8892;13;twin;Blankets;342;583;892;43102;25308;13278
8893;13;double;Hairdryer;491;109;875;20995;37242;17443
8894;12;apartment;Toiletries;563;425;589;32995;49395;374
8895;14;loft;Toiletries;236;589;838;2101;38197;39666
8896;11;loft;Toiletries;912;882;246;26752;13705;10314
8897;9;twin;Blankets;167;119;393;15246;43502;9562
8898;13;cottage;Toiletries;498;809;389;29182;18213;29317
8899;1;studio;Towels;721;531;517;13988;2695;29488
8900;4;penthouse;Pillows;611;361;701;11821;43694;18656
8901;4;cottage;Pillows;549;643;739;23875;42893;36591
8902;15;suite;Towels;611;540;538;15936;17620;24166
8903;5;bungalow;Bed sheets;221;118;270;18759;29991;29175
8904;7;cottage;Mini fridge;633;384;781;25894;14405;29063
8905;2;double;Safe box;357;128;422;7869;35698;35745
8906;10;double;Safe box;952;766;540;3887;1613;3259
8907;11;suite;Toiletries;435;939;990;14275;20344;1686
8908;6;studio;Bed sheets;542;597;277;11403;4612;47499
8909;9;loft;Coffee maker;508;131;723;30200;45460;14718
8910;4;cottage;Toiletries;324;955;302;36705;12088;21223
8911;8;twin;Coffee maker;43;917;267;43478;12617;13990
8912;6;cottage;Blankets;986;361;544;19328;45879;21328
8913;1;studio;Mini fridge;159;236;118;23114;4281;16610
8914;3;cottage;Coffee maker;847;912;383;46527;27149;17757
8915;14;cottage;Hairdryer;285;890;572;46506;220;38239
8916;7;double;Blankets;74;921;348;207;46845;35741
8917;7;bungalow;Safe box;88;919;162;47271;43693;27016
8918;11;twin;Blankets;78;999;782;13677;31094;5236
8919;2;penthouse;Mini fridge;467;789;286;25633;15183;31123
8920;3;bungalow;Hairdryer;49;836;349;21029;30027;27374
8921;10;penthouse;Hangers;189;444;360;26061;24419;21890
8922;10;apartment;Blankets;445;660;13;12428;10334;49595
8923;3;cottage;Toiletries;204;470;143;38421;25943;7173
8924;14;cottage;Pillows;884;444;458;11564;30049;39558
8925;15;double;Safe box;653;953;53;20240;40391;21975
8926;5;studio;Pillows;876;58;268;1888;15507;12805
8927;2;loft;Safe box;598;52;734;33107;10860;7222
8928;8;studio;Coffee maker;734;141;713;47635;7518;18579
8929;3;apartment;Pillows;832;369;368;40355;28025;23276
8930;14;cottage;Hairdryer;252;247;77;19071;7403;684
8931;8;studio;Hangers;549;189;398;45923;40934;34169
8932;15;penthouse;Toiletries;488;764;438;1253;49253;21533
8933;15;single;Coffee maker;20;131;942;22649;36889;3680
8934;6;loft;Mini fridge;944;469;4;2955;17779;40957
8935;15;suite;Mini fridge;422;250;251;31068;18293;3315
8936;6;suite;Towels;679;583;881;49281;30629;35966
8937;10;suite;Pillows;634;835;557;25526;27275;25743
8938;12;penthouse;Coffee maker;370;988;106;25930;26720;15897
8939;7;penthouse;Bed sheets;300;343;627;48732;42685;35850
8940;7;penthouse;Hairdryer;888;988;178;22156;2844;4653
8941;15;apartment;Pillows;260;608;579;25727;4777;28248
8942;7;cottage;Blankets;974;301;692;8627;24978;49143
8943;2;suite;Hangers;768;824;579;43260;9458;33938
8944;14;single;Towels;4;142;390;43900;17438;39760
8945;1;twin;Hairdryer;520;306;421;35448;46069;2379
8946;12;suite;Mini fridge;220;562;460;24824;916;45456
8947;10;bungalow;Mini fridge;412;311;772;31010;39978;35244
8948;12;double;Safe box;289;776;147;41771;34747;30303
8949;3;apartment;Mini fridge;602;153;612;43518;47572;47331
8950;14;suite;Pillows;676;541;405;8558;15574;10046
8951;6;twin;Toiletries;718;278;346;42635;13433;42513
8952;11;double;Blankets;155;665;359;28230;28873;17849
8953;10;penthouse;Mini fridge;525;178;745;22214;42201;29959
8954;8;suite;Hairdryer;149;324;40;31917;15347;34960
8955;4;apartment;Pillows;252;114;405;39664;24308;46511
8956;13;twin;Blankets;772;470;508;46963;43466;42178
8957;3;suite;Hairdryer;799;244;459;37614;41186;28579
8958;9;single;Hairdryer;502;221;933;44554;2090;34258
8959;14;bungalow;Bed sheets;458;965;589;16743;28063;14460
8960;13;suite;Mini fridge;104;498;810;23910;22661;3920
8961;7;suite;Pillows;578;326;319;44847;42133;12390
8962;12;penthouse;Bed sheets;587;574;590;27713;38213;13257
8963;9;single;Blankets;615;54;264;45884;483;1353
8964;13;apartment;Bed sheets;176;500;669;22890;6540;20672
8965;14;bungalow;Safe box;951;657;978;46934;8202;13766
8966;7;single;Blankets;229;668;297;22267;43271;34953
8967;9;penthouse;Hangers;881;387;993;1426;41686;20642
8968;4;penthouse;Hairdryer;96;700;945;37497;29152;42704
8969;3;twin;Safe box;350;860;730;29443;39183;33990
8970;7;studio;Coffee maker;209;786;535;9631;7308;11346
8971;4;loft;Toiletries;461;309;791;36085;5771;29601
8972;2;loft;Towels;150;365;382;1656;15850;29027
8973;11;suite;Toiletries;20;779;793;18909;10168;6356
8974;14;single;Hangers;827;598;684;1175;33164;14861
8975;13;twin;Pillows;338;67;274;30872;23374;1869
8976;7;apartment;Mini fridge;410;274;444;20718;1668;24501
8977;9;single;Bed sheets;279;510;826;21054;9547;21199
8978;15;studio;Hairdryer;17;57;407;46903;27576;11651
8979;3;apartment;Hangers;621;46;852;11426;47474;24722
8980;5;penthouse;Hangers;786;760;715;8244;26241;34960
8981;15;double;Toiletries;293;689;51;24946;20935;26139
8982;15;apartment;Coffee maker;543;476;951;1500;11388;1310
8983;2;cottage;Towels;432;935;11;31719;30657;16375
8984;13;cottage;Hairdryer;717;928;593;39473;10782;23491
8985;13;single;Toiletries;409;631;483;37544;13915;34248
8986;14;single;Safe box;214;971;451;179;11161;42847
8987;14;single;Pillows;182;228;785;25676;23151;7508
8988;14;double;Mini fridge;76;29;450;5150;5595;18698
8989;11;double;Towels;823;782;151;36709;37639;798
8990;2;penthouse;Hangers;327;166;494;45097;16733;23067
8991;8;double;Bed sheets;80;519;767;22573;28517;13290
8992;11;suite;Coffee maker;776;182;343;27981;25880;39075
8993;1;penthouse;Mini fridge;418;985;298;25609;281;46211
8994;9;suite;Hangers;193;231;412;6879;44959;3279
8995;10;loft;Toiletries;304;295;750;10682;38742;34951
8996;2;loft;Blankets;721;353;210;46002;30923;5007
8997;3;bungalow;Coffee maker;368;257;476;38979;5054;40715
8998;5;cottage;Bed sheets;119;156;252;16473;33764;43068
8999;13;penthouse;Mini fridge;198;89;529;43327;40120;7654
9000;6;bungalow;Coffee maker;307;319;340;47681;44195;14857
9001;15;penthouse;Towels;838;775;202;36946;25502;18332
9002;15;double;Mini fridge;287;17;965;39048;32759;8909
9003;2;loft;Mini fridge;428;892;864;27152;35541;47447
9004;7;penthouse;Blankets;86;625;948;15242;8128;47174
9005;11;loft;Blankets;164;340;703;33964;23369;47220
9006;4;studio;Bed sheets;530;458;494;20841;15422;40982
9007;5;double;Safe box;316;893;428;13357;9433;13312
9008;9;suite;Hangers;295;513;589;11615;46891;3217
9009;5;single;Toiletries;810;496;957;7816;34098;9192
9010;10;penthouse;Pillows;168;981;471;33337;39507;17594
9011;6;twin;Safe box;149;762;82;13969;28382;12374
9012;8;double;Bed sheets;602;848;924;3215;16140;39318
9013;1;suite;Hangers;57;799;857;21202;19341;8109
9014;9;penthouse;Hairdryer;292;711;175;6259;12152;1736
9015;15;bungalow;Safe box;443;350;665;40002;17296;33379
9016;9;bungalow;Mini fridge;760;501;806;18225;35985;25314
9017;1;suite;Blankets;497;13;846;38016;28;7622
9018;11;penthouse;Pillows;763;512;445;31559;8708;26941
9019;5;twin;Hangers;83;410;693;9008;15127;33688
9020;11;double;Hairdryer;858;407;242;29963;8452;36014
9021;13;apartment;Bed sheets;887;959;38;5090;3978;33578
9022;15;bungalow;Blankets;699;320;503;44699;36409;18734
9023;11;suite;Mini fridge;691;131;57;20789;23491;30752
9024;14;twin;Safe box;374;361;549;19141;14154;42031
9025;11;double;Blankets;64;572;400;33620;31770;22776
9026;1;single;Hangers;10;421;431;25480;24927;21074
9027;5;bungalow;Bed sheets;121;762;206;22466;29513;41473
9028;2;cottage;Hangers;931;998;289;1707;6711;11892
9029;14;cottage;Toiletries;906;664;994;35907;382;41138
9030;2;cottage;Safe box;396;828;354;33238;33488;33287
9031;6;single;Bed sheets;845;614;768;42791;49517;8215
9032;11;apartment;Safe box;252;517;296;22492;47672;48908
9033;15;apartment;Toiletries;632;493;549;27950;4036;28624
9034;13;suite;Blankets;294;320;901;27815;20851;49348
9035;4;cottage;Coffee maker;560;515;547;20062;44972;15345
9036;4;single;Hairdryer;450;115;140;42433;19744;19169
9037;13;cottage;Hangers;47;182;236;11006;41475;21612
9038;6;single;Hangers;314;436;827;15916;12058;32532
9039;4;twin;Toiletries;11;342;525;8460;1769;37846
9040;13;cottage;Mini fridge;145;397;989;14902;38157;21737
9041;8;double;Pillows;67;54;129;1741;48454;35468
9042;7;cottage;Pillows;188;143;934;26099;1055;7051
9043;3;penthouse;Pillows;981;979;78;27675;18845;31441
9044;3;suite;Toiletries;219;627;777;46696;42155;19701
9045;10;bungalow;Hairdryer;35;715;865;26373;13797;40150
9046;7;studio;Bed sheets;540;726;423;33304;41019;37624
9047;12;loft;Pillows;822;900;305;12324;38740;39570
9048;10;bungalow;Bed sheets;98;946;926;41316;43906;46575
9049;7;loft;Blankets;812;366;500;1036;16746;47225
9050;2;double;Hangers;105;532;717;26577;26452;8809
9051;2;studio;Safe box;944;619;903;23554;30687;14769
9052;9;loft;Hairdryer;804;950;796;42741;15015;35075
9053;15;bungalow;Towels;329;197;296;25212;1182;36680
9054;15;suite;Mini fridge;164;146;373;21998;45780;21596
